v4,v6,v8,v9,v10,v13,v15,v16,tiempo,rul,ciclo,id
2.32783700893639E-41,90,162.321182250977,236.5,197.872833251953,111.899307250977,93,93.1999969482422,20.0150666666667,21,1,50
6.75145600111697E-42,90.5,163.290512084961,230.600006103516,185.46875,114.03125,93,93,20.8498833333333,20,1,51
4.23052006379662E-41,91.5,157.979766845703,230.800003051758,174.034713745117,112.663192749023,95,95.1999969482422,25.1883333333333,19,1,52
1.10562448835228E-41,90,159.843765258789,230.100006103516,176.46875,111.880210876465,94.5,94.5,22.8526666666667,18,1,53
2.31732727045395E-41,89.5,160.975708007813,231.5,194.028213500977,111.663192749023,92.5,93,22.85155,17,1,54
1.06498683288686E-43,91,153.652206420898,229.300003051758,177.460067749023,111.759986877441,95.5,95.4000015258789,30.5244,16,1,55
1.10562448835228E-41,89.5,163.626739501953,230.199996948242,183.46875,111.946182250977,91.5,91.9000015258789,20.35055,15,1,56
7.63189182625225E-41,88.5,165.120391845703,231,189.638900756836,112.705726623535,90,89.5999984741211,17.84705,14,1,57
8.17923900641752E-41,89,158.975708007813,233.399993896484,176.204864501953,109.729164123535,91,91.4000015258789,23.1866166666667,13,1,58
8.49284960273342E-41,88,153.937515258789,233.5,170.289932250977,107.434463500977,91.5,91.8000030517578,22.1848833333333,12,1,59
4.07637723272089E-41,86.5,160.311935424805,233.699996948242,181.72395324707,107.880210876465,88,88.3000030517578,18.5152833333333,11,1,60
6.06930390868365E-41,87,158.890640258789,235.399993896484,186.051208496094,107.585502624512,89.5,89.5999984741211,19.1823333333333,10,1,61
6.06930390868365E-41,87,154.311935424805,235.899993896484,171.592010498047,107.705726623535,90,90,23.3517833333333,9,1,62
4.08170216688533E-41,88.5,153.848388671875,236.699996948242,169.545135498047,107.53125,90.5,90.6999969482422,26.69355,8,1,63
8.49284960273342E-41,86.5,153.068878173828,233,192.245223999023,109.327911376953,88.5,88.5,20.6841166666667,7,1,64
8.49284960273342E-41,87,159.997116088867,229.800003051758,178.685760498047,108.759986877441,88,88.3000030517578,18.3483333333333,6,1,65
6.62744108702422E-41,86.5,152.274307250977,237.800003051758,169.196166992188,105.759986877441,88.5,88.9000015258789,21.0165,5,1,66
8.05830694894629E-41,86.5,142.742202758789,268.600006103516,163.006072998047,104.449867248535,89,89.1999969482422,35.5302666666667,4,1,67
4.7274204992462E-41,84.5,147.449951171875,564.799987792969,185.981338500977,103.879013061523,87,87.4000015258789,24.5202833333333,3,1,68
4.33940095447466E-41,84,141.131103515625,557.200012207031,177.32292175293,100.881401062012,87,87.0999984741211,39.3653333333333,2,1,69
1.14542136473911E-41,83,135.486709594727,238.899993896484,142.53385925293,100.337669372559,86.5,86.6999969482422,39.865,1,1,70
2.87126055340155E-42,85.5,110.051803588867,239.199996948242,111.074653625488,95.2217864990234,85.5,85.5999984741211,112.42545,0,1,71
6.77345638700687E-41,82,98.2783660888672,143.399993896484,120.487632751465,90.63671875,81,81,165.97205,0,1,72
2.00371667413806E-41,77,126.490455627441,530,132.961807250977,93.8802108764648,80,80.0999984741211,37.86405,103,2,1
3.69368262211379E-41,74.5,145.768249511719,532,179.62629699707,96.2300338745117,75.5,75.9000015258789,16.3466166666667,102,2,2
3.84250051902508E-41,74.5,147.270263671875,545.599975585938,167.859375,95.2174453735352,76,75.9000015258789,15.0121166666667,101,2,3
3.65122327864474E-41,74.5,144.738433837891,562,159.58073425293,95.4771041870117,76.5,76.5999984741211,22.1831666666667,100,2,4
6.23409660808825E-41,74,150.691558837891,558.400024414063,182.702682495117,95.9461822509766,75.5,75.5999984741211,18.8481666666667,99,2,5
4.464256647646E-41,75,145.427673339844,258.399993896484,174.130645751953,95.4344635009766,77,77,19.6837666666667,98,2,6
5.67077462542967E-41,73.5,147.423614501953,238.199996948242,173.715286254883,94.7371978759766,75,75,15.3461166666667,97,2,7
8.227023284051E-41,75,154.040512084961,255.899993896484,171.425354003906,97.1749114990234,75,75.1999969482422,18.8485,96,2,8
2.08345055675814E-41,74,150.414932250977,547.599975585938,165.23176574707,97.7571563720703,75.5,75.6999969482422,22.1828333333333,95,2,9
2.30667740212508E-41,74,152.736846923828,392.399993896484,183.506072998047,95.8363723754883,74,74.0999984741211,18.3486166666667,94,2,10
7.01532050194933E-41,77,159.848968505859,252.300003051758,185.387145996094,100.891929626465,76.5,76.8000030517578,20.0162166666667,93,2,11
3.65654821280918E-41,77.5,160.883117675781,552,184.630218505859,99.54296875,77,77,17.0137166666667,92,2,12
2.89396158852361E-41,80,152.322647094727,563.200012207031,187.055541992188,102.248260498047,79,79.5,17.1805666666667,91,2,13
6.35096490001294E-41,79.5,161.414932250977,259.200012207031,190.665802001953,100.856773376465,78.5,78.5999984741211,13.3448833333333,90,2,14
8.27228522444869E-41,82,153.580749511719,495.399993896484,177.991333007813,103.298606872559,84,84,17.01395,89,2,15
4.3766754936257E-41,85.5,150.341445922852,561.599975585938,188.29948425293,108.146591186523,88.5,88.9000015258789,29.8575,88,2,16
5.36837441682837E-42,85.5,163.563095092773,231.199996948242,187.553833007813,109.259986877441,86,86.4000015258789,16.5143333333333,87,2,17
7.82849400079702E-41,87.5,165.503494262695,524.799987792969,191.336791992188,111.950302124023,86,85.8000030517578,29.5228833333333,86,2,18
3.47045577674684E-41,88.5,167.746536254883,240.899993896484,198.234375,111.422744750977,86.5,86.6999969482422,16.0126166666667,85,2,19
4.52142962499045E-41,87.5,165.248275756836,231.600006103516,190.336791992188,110.434463500977,87,87.0999984741211,17.8482166666667,84,2,20
7.33958096659409E-41,89,153.362869262695,232.600006103516,167.081604003906,111.085502624512,95,95,30.1922833333333,83,2,21
5.69725916640541E-41,90,155.296310424805,231.100006103516,173.336791992188,112.545135498047,96,96.4000015258789,27.5231,82,2,22
2.41555829280312E-41,92,158.813095092773,542,182.553833007813,113.41926574707,95.5,95.6999969482422,18.84895,81,2,23
9.05238807953832E-43,90.5,165.057876586914,230.199996948242,189.46875,113.608940124512,92.5,92.6999969482422,22.0176666666667,80,2,24
6.65392562799996E-41,94,157.066558837891,230.899993896484,178.685760498047,115.357643127441,97.5,97.5,27.02255,79,2,25
8.96046290027861E-41,93,166.265060424805,483.399993896484,201.644973754883,116.759986877441,93,93.4000015258789,21.01745,78,2,26
2.64677253941671E-41,92,171.832183837891,252.100006103516,215.319442749023,110.345054626465,88.5,88.6999969482422,12.176,77,2,27
8.1446269343487E-41,91.5,166.192718505859,232.800003051758,193.638900756836,114.271697998047,91,91.5999984741211,16.67895,76,2,28
2.58301345928994E-41,93.5,168.320617675781,230.399993896484,195.685760498047,115.955299377441,93,93.4000015258789,15.014,75,2,29
9.00292224374765E-41,91.5,169.125015258789,234.899993896484,196.592010498047,114.988716125488,92.5,92.5,16.5137666666667,74,2,30
5.58039087448072E-41,92.5,166.862289428711,226.600006103516,196.128479003906,115.256507873535,92.5,92.6999969482422,18.1824,73,2,31
2.12058496606275E-41,91.5,162.309036254883,231.699996948242,188.336791992188,115.20964050293,94.5,94.5999984741211,21.8527666666667,72,2,32
7.20141293801167E-41,92.5,163.538497924805,233.199996948242,207.145401000977,115.667755126953,92.5,92.5,20.01645,71,2,33
4.11897670603637E-41,93,169.605911254883,232.399993896484,199.762145996094,113.748260498047,91.5,91.8000030517578,15.0126166666667,70,2,34
8.26682016043783E-41,92.5,156.967041015625,228,187.039916992188,112.922744750977,90,90.0999984741211,23.6848833333333,69,2,35
3.77341650473387E-41,77.5,145.056732177734,559.200012207031,188.48567199707,101.661888122559,74,74.3000030517578,19.6832166666667,68,2,36
6.51323526218175E-41,74.5,140.546890258789,261,166.427963256836,95.1631927490234,74,74.0999984741211,24.5200666666667,67,2,37
7.66902623555686E-41,77.5,141.74885559082,513.599975585938,155.774307250977,96.6161041259766,75.5,75.9000015258789,24.8541666666667,66,2,38
4.90552553406189E-41,79.5,136.125595092773,259.600006103516,145.23176574707,97.9644088745117,81,81,36.3635,65,2,39
8.34403170582212E-41,79.5,153.270263671875,261.799987792969,187.81120300293,100.102325439453,78,78.3000030517578,15.5116666666667,64,2,40
3.80536610972047E-41,81,150.933456420898,239.399993896484,166.366317749023,100.314239501953,81,81,22.1838333333333,63,2,41
5.03290356446901E-41,81,159.307891845703,233.800003051758,182.366317749023,103.137153625488,78,78.3000030517578,18.6808833333333,62,2,42
7.36242213156259E-42,80.5,155.704284667969,258.200012207031,176.123260498047,102.259986877441,78.5,78.8000030517578,18.6815,61,2,43
5.02239382598658E-41,79.5,154.487289428711,254.800003051758,176.991333007813,100.814239501953,77.5,77.5,19.0151166666667,60,2,44
4.25181980045436E-41,79,155.585662841797,257.200012207031,184.038192749023,100.432723999023,76.5,76.5,16.5126666666667,59,2,45
2.87518418910166E-41,79.5,147.414932250977,563.599975585938,183.516494750977,101.860458374023,80.5,80.8000030517578,25.1868333333333,58,2,46
1.27027705791045E-41,79.5,155.512741088867,512.799987792969,172.90625,101.434463500977,77,77.5,25.5203833333333,57,2,47
3.72044742278239E-42,79.5,155.053253173828,258.200012207031,173.665802001953,100.759986877441,79.5,79.6999969482422,18.0153333333333,56,2,48
2.46614516736525E-41,77.5,154.338562011719,236.199996948242,182.8828125,98.8765182495117,77.5,77.6999969482422,14.51145,55,2,49
5.02239382598658E-41,77.5,159.34260559082,258.799987792969,187.8828125,97.53125,74,74.3000030517578,13.844,54,2,50
5.68128436391211E-41,79,153.755783081055,243.100006103516,178.592010498047,99.1979141235352,77,77.4000015258789,14.5122666666667,53,2,51
7.44579939018992E-41,79.5,153.215286254883,240,173.340270996094,101.16667175293,80.5,80.8000030517578,19.8485666666667,52,2,52
3.27385360220207E-41,77.5,152.215286254883,242.5,170.855911254883,98.9769973754883,80,80.1999969482422,18.515,51,2,53
5.81160512109431E-41,78.5,142.77229309082,260.600006103516,169.286026000977,98.1586380004883,82,82,30.855,50,2,54
8.50868427538029E-41,78,135.844909667969,241.300003051758,143.979156494141,95.9227447509766,82,82.1999969482422,38.1789333333333,49,2,55
3.09042363322195E-41,79,138.356781005859,245.800003051758,174.943145751953,95.04296875,81.5,81.6999969482422,35.5099,48,2,56
1.78581476293555E-41,80.5,121.528656005859,532,154.843307495117,90.8665390014648,80.5,80.5999984741211,138.524933333333,47,2,57
3.82400337929599E-41,77.5,114.39916229248,546.400024414063,104.606773376465,89.8250885009766,78.5,78.8000030517578,97.6894,46,2,58
5.00095395948241E-41,76,119.298904418945,243.600006103516,122.74479675293,90.7174453735352,78.5,78.8000030517578,52.1929333333333,45,2,59
3.02932702017739E-41,74,135.321762084961,257,149.689239501953,92.7243957519531,77,77.1999969482422,22.0041166666667,44,2,60
5.02239382598658E-41,74,131.34260559082,257,141.064239501953,91.8376693725586,77.5,77.9000015258789,35.1721666666667,43,2,61
2.24824325616274E-41,73.5,145.164657592773,258,182.48567199707,95.9344635009766,74.5,74.6999969482422,18.5025,42,2,62
2.69455681705019E-41,74.5,141.053253173828,255.300003051758,152.425354003906,93.4153671264648,77,77.1999969482422,27.1711166666667,41,2,63
5.68674942792297E-41,75,145.908584594727,253.199996948242,163.809020996094,96.04296875,77.5,77.5,23.6689333333333,40,2,64
8.227023284051E-41,74,151.551513671875,256,179.196166992188,96.0173568725586,74,74.0999984741211,16.0027333333333,39,2,65
7.2119226764941E-41,74.5,147.117782592773,256.799987792969,178.25520324707,97.9887161254883,74,74.3000030517578,16.33505,38,2,66
4.50153118679704E-41,76.5,148.427093505859,490.600006103516,175.768218994141,97.1907577514648,78,78.4000015258789,27.1705,37,2,67
4.90020059989745E-41,76.5,150.673034667969,560.400024414063,190.245223999023,99.0844192504883,77,77,16.66895,36,2,68
1.55193804923973E-41,78,150.246246337891,244.100006103516,186.574661254883,102.205726623535,77,77.4000015258789,18.6688833333333,35,2,69
6.90643961127129E-41,78,156.087112426758,255.300003051758,203.642364501953,95.4652786254883,73,73.1999969482422,12.1678333333333,34,2,70
6.24558725549571E-42,80,149.739303588867,566,187.6015625,104.205726623535,82.5,82.9000015258789,33.00395,33,2,71
6.07981364716608E-41,80,150.865173339844,561.599975585938,193.353729248047,101.922096252441,80,80.4000015258789,16.3342666666667,32,2,72
5.39976350242925E-41,81.5,154.069030761719,490.399993896484,187.44270324707,105.651908874512,84,84,22.8361166666667,31,2,73
8.98694744125435E-41,81,151.912338256836,352.399993896484,176.10676574707,102.359809875488,86,86,21.6705,30,2,74
9.38169321865465E-42,83,157.133117675781,255.899993896484,215.516494750977,98.4110260009766,78,78.3000030517578,15.1702833333333,29,2,75
4.70878322967068E-41,86,151.677673339844,556,191.702682495117,109.859916687012,89.5,90,27.6702166666667,28,2,76
4.25181980045436E-41,87,160.151626586914,229.899993896484,193.600692749023,109.250213623047,88,88.3000030517578,14.50405,27,2,77
7.7114855790259E-41,85.5,160.994232177734,232.300003051758,184.638900756836,109.259986877441,88,88,17.1691666666667,26,2,78
2.86467445061922E-41,88,152.783721923828,232,168.638900756836,108.205726623535,93.5,93.5999984741211,25.5035666666667,25,2,79
5.03290356446901E-41,89,164.249435424805,229.300003051758,190.600692749023,112.732635498047,90.5,90.9000015258789,17.0042166666667,24,2,80
1.3606608088594E-41,90.5,163.296310424805,228.399993896484,189.949645996094,115.152778625488,92,92.3000030517578,18.336,23,2,81
2.37562128656986E-41,92.5,161.422470092773,227.800003051758,183.16667175293,116.364585876465,95,95.4000015258789,25.1713833333333,22,2,82
8.29610729834221E-41,91.5,163.265060424805,226.600006103516,185.345489501953,114.740447998047,94.5,94.8000030517578,21.67,21,2,83
1.06498683288686E-43,94,154.652206420898,226.399993896484,171.996536254883,112.748260498047,98.5,98.8000030517578,26.1708333333333,20,2,84
3.91690946748073E-41,96.5,163.800933837891,223.399993896484,184.95832824707,118.880210876465,100,100,25.3361666666667,19,2,85
2.29070259963178E-41,95.5,165.678833007813,561.599975585938,189.949645996094,120.03125,96.5,97,22.0012333333333,18,2,86
1.33936107220166E-41,92,163.230911254883,226.899993896484,189.779525756836,114.06640625,90,90,33.1698333333333,17,2,87
1.06834994920124E-41,85,160.912048339844,234.899993896484,194.711364746094,109.08268737793,85,85.0999984741211,25.1696,16,2,88
1.15340876598576E-41,84.5,165.210662841797,244.899993896484,203.79167175293,104.899307250977,80.5,81,15.5034,15,2,89
4.2118827942211E-41,81.5,155.043991088867,236.100006103516,173.979156494141,103.922744750977,84.5,84.6999969482422,19.6693333333333,14,2,90
6.45732345345519E-41,82,156.81916809082,514.400024414063,197.41796875,103.254776000977,81,81.0999984741211,15.6696,13,2,91
3.49175551340458E-41,82.5,155.392959594727,240.800003051758,173.017364501953,104.217445373535,84,84.1999969482422,23.1846166666667,12,2,92
2.36511154808743E-41,81,161.968185424805,260.799987792969,199.859375,99.8993072509766,78,78.0999984741211,11.33605,11,2,93
3.72044742278239E-42,81.5,162.053253173828,258,189.448776245117,102.04296875,81,81.0999984741211,13.16895,10,2,94
4.82579165144181E-41,84,151.631958007813,567.599975585938,165.208343505859,103.674911499023,88,88,26.3392833333333,9,2,95
9.19532052289945E-42,84.5,161.329864501953,256.799987792969,183.90625,106.988716125488,86,86.1999969482422,17.0031,8,2,96
8.68931164743176E-41,84.5,160.031265258789,539.200012207031,181.979156494141,105.205726623535,85.5,85.8000030517578,17.6702333333333,7,2,97
6.62211615285979E-41,85.5,165.023162841797,242,197.1875,107.128036499023,82.5,82.9000015258789,16.6699333333333,6,2,98
4.07637723272089E-41,84.5,161.035308837891,235.100006103516,183.460067749023,107.185119628906,85.5,85.5,18.8387333333333,5,2,99
4.25181980045436E-41,84.5,153.657989501953,253.699996948242,173.25520324707,105.108940124512,86.5,87.0999984741211,21.5023333333333,4,2,100
4.91603527254432E-41,82.5,159.019683837891,234.300003051758,192.809020996094,104.881507873535,81,81.3000030517578,16.3368333333333,3,2,101
3.9275593358096E-41,83.5,159.619232177734,254.300003051758,197.43879699707,106.1015625,83.5,83.6999969482422,14.672,2,2,102
5.48468218936733E-41,83.5,156.465286254883,238.600006103516,174.28125,105.934463500977,85.5,85.8000030517578,23.0065,1,2,103
4.50685612096148E-41,82.5,154.189834594727,230.600006103516,173.251724243164,105.422744750977,85.5,85.5,25.1713333333333,0,2,104
8.8913788859874E-41,83,162.691558837891,254.800003051758,200.123260498047,104.988716125488,80.5,80.5999984741211,18.5027833333333,82,4,1
1.14808383182132E-41,84,159.104751586914,233.300003051758,186.46875,107.085502624512,85.5,85.5,15.5027166666667,81,4,2
8.45039025926438E-41,87,157.638320922852,254.300003051758,203.456161499023,109.229164123535,85.5,85.8000030517578,17.5046166666667,80,4,3
8.88605395182296E-41,87.5,163.690979003906,238.199996948242,194.289932250977,109.290802001953,89,89.0999984741211,13.8381,79,4,4
8.8913788859874E-41,88,165.270263671875,251.800003051758,192.715286254883,112.748260498047,89.5,90,18.8376666666667,78,4,5
8.28013249584891E-41,91,163.146423339844,227.300003051758,198.375,114.53125,91.5,91.8000030517578,18.5017333333333,77,4,6
2.14398665041697E-43,91.5,166.606491088867,250.699996948242,213.797744750977,110.356773376465,88,88,11.5021666666667,76,4,7
1.75442567733467E-42,91.5,167.53010559082,240.600006103516,202.046875,113.711807250977,91.5,91.9000015258789,13.1696666666667,75,4,8
2.51392944499872E-41,92,161.274017333984,228.899993896484,198.772567749023,113.814239501953,94,94.0999984741211,15.33555,74,4,9
8.8913788859874E-41,91.5,168.053253173828,245.300003051758,221.689239501953,108.465278625488,87,88,10.3345,73,4,10
7.57331755044347E-41,94.5,169.823516845703,254.300003051758,211.991333007813,115.03125,91,91.5999984741211,12.6697833333333,72,4,11
6.78144378825352E-41,94.5,163.606491088867,246.699996948242,203.46354675293,115.54296875,96,96.5999984741211,16.1717166666667,71,4,12
8.33856664181126E-41,94,166.933456420898,230.5,198.779525756836,115.116317749023,95,95.5,12.5025,70,4,13
8.13313628694124E-42,93.5,162.994232177734,243,194.67707824707,117.759986877441,97,97.5,19.8396166666667,69,4,14
4.78851711229076E-41,97,161.606491088867,239.600006103516,191.328994750977,117.380210876465,101,101.099998474121,31.1728333333333,68,4,15
1.19054317529036E-41,97.5,158.809616088867,241.100006103516,207.29948425293,118.465278625488,98.5,98.8000030517578,16.1716666666667,67,4,16
1.66348140699999E-41,97.5,164.185195922852,236.5,205.431427001953,118.418403625488,100,100,17.00355,66,4,17
6.95422388890477E-41,96.5,158.330749511719,238.199996948242,204.95051574707,120.158851623535,100.5,100.800003051758,21.0027833333333,65,4,18
6.3616147683418E-41,97,167.334503173828,221.100006103516,195.779525756836,118.705726623535,99.5,99.9000015258789,18.3401,64,4,19
1.38308158428859E-42,96.5,166.223968505859,247.800003051758,196.480895996094,118.759986877441,99,99.0999984741211,16.0045,63,4,20
7.33958096659409E-41,98,160.71760559082,244,192.72395324707,118.194007873535,101.5,102.199996948242,18.3376666666667,62,4,21
8.5406338803669E-41,95.5,159.364883422852,239.800003051758,192.706604003906,119.321617126465,98.5,98.8000030517578,17.8372833333333,61,4,22
7.1799730715075E-41,96,155.112289428711,233.899993896484,205.671875,118.264755249023,98,98.8000030517578,24.8437166666667,60,4,23
7.45644925851878E-41,96.5,166.507537841797,220.800003051758,199.336791992188,116.53125,97,97,15.5028333333333,59,4,24
5.56974100615185E-41,95,162.934616088867,243.100006103516,189.272583007813,116.151473999023,97,97,16.3366166666667,58,4,25
2.9124587282527E-41,96.5,162.402206420898,244.5,186.119781494141,116.802513122559,97.5,97.6999969482422,22.0033333333333,57,4,26
4.90552553406189E-41,96,161.099853515625,246.800003051758,193.574661254883,118.922744750977,96,96.3000030517578,17.8366166666667,56,4,27
1.46169442813722E-41,96,166.882537841797,231.600006103516,201.289932250977,116.976997375488,94,94.0999984741211,11.6686,55,4,28
3.45980590841797E-41,96,167.810775756836,244.699996948242,196.357650756836,118.248260498047,96,95.9000015258789,15.8379,54,4,29
4.74591763897529E-41,96,156.883972167969,236,203.95051574707,117.305557250977,96,96.0999984741211,20.8488833333333,53,4,30
5.26327703200401E-42,95,168.853012084961,240.800003051758,204.800354003906,117.345054626465,92.5,92.6999969482422,15.1806666666667,52,4,31
9.19532052289945E-42,95.5,153.534164428711,240.699996948242,181.190979003906,114.194007873535,97.5,97.5,27.1882166666667,51,4,32
6.02684456521461E-41,91,158.649307250977,220.100006103516,191.034713745117,113.271697998047,93,93.5999984741211,17.35095,50,4,33
7.57598001752569E-41,91.5,149.052673339844,224.5,186.34635925293,109.550346374512,94.5,94.5,29.52145,49,4,34
8.11800226352653E-41,89,157.584503173828,226.600006103516,192.665802001953,110.205726623535,90,90.0999984741211,18.3462166666667,48,4,35
6.24460634657068E-41,86,157.513320922852,252.5,189.67707824707,108.465278625488,86.5,86.5,13.5116166666667,47,4,36
7.14283866220289E-41,85.5,159.011001586914,228.5,185.515625,108.259986877441,86.5,86.6999969482422,16.34555,46,4,37
5.98438522174556E-41,87,158.763900756836,245.600006103516,192.940979003906,111.314239501953,88.5,88.5,28.1895,45,4,38
3.24260464644763E-42,88,157.465286254883,225.600006103516,193.71875,111.465278625488,90,90.3000030517578,22.0177833333333,44,4,39
2.36511154808743E-41,85.5,153.619232177734,248.100006103516,172.697906494141,106.151473999023,89.5,89.4000015258789,22.0181666666667,43,4,40
7.01532050194933E-41,88,136.619232177734,231.899993896484,146.034713745117,104.345054626465,91.5,91.5999984741211,43.0355,42,4,41
1.01033619277819E-42,85.5,139.100128173828,231.899993896484,151.460067749023,104.266059875488,89,89.1999969482422,33.6936666666667,41,4,42
